filename,label,frame_start,frame_end
Lost Highway - 01398.avi,SitDown,316,400
Lost Highway - 01529.avi,HugPerson,1,141
Lost Highway - 01622.avi,Kiss,1,41
Lost Highway - 01631.avi,Kiss,1,891
Lost Highway - 01865.avi,AnswerPhone,1,78
Lost Highway - 01969.avi,Kiss,1,91
Lost Highway - 01973.avi,Kiss,1,341
Lost Highway - 01977.avi,Kiss,1,191
Lost Highway - 02103.avi,AnswerPhone,416,541
Lost Highway - 02167.avi,GetOutCar,1140,1204
Lost Highway - 02167.avi,StandUp,975,1100
Lost Highway - 02277.avi,GetOutCar,1,196
Lost Highway - 02289.avi,Kiss,1,1113
Lost Highway - 02289.avi,Kiss,1540,2136
Lost Highway - 02297.avi,HugPerson,1,616
Lost Highway - 02398.avi,GetOutCar,840,959
"Lost Weekend, The - 00238.avi",Kiss,1,330
"Lost Weekend, The - 00285.avi",Kiss,1,79
"Lost Weekend, The - 00318.avi",SitDown,288,360
"Lost Weekend, The - 00318.avi",SitUp,1145,1355
"Lost Weekend, The - 00318.avi",StandUp,650,720
"Lost Weekend, The - 00318.avi",StandUp,1411,1620
"Lost Weekend, The - 01319.avi",SitDown,130,270
"Lost Weekend, The - 01360.avi",AnswerPhone,780,1012
"Lost Weekend, The - 01360.avi",HandShake,500,580
"Lost Weekend, The - 01360.avi",StandUp,1,100
"Lost Weekend, The - 01429.avi",SitUp,100,232
"Lost Weekend, The - 01429.avi",StandUp,1,100
"Lost Weekend, The - 01642.avi",Kiss,1,150
"Lost Weekend, The - 01660.avi",StandUp,1,113
"Lost Weekend, The - 01681.avi",SitDown,1100,1240
"Lost Weekend, The - 01681.avi",StandUp,600,750
"Lost Weekend, The - 01685.avi",SitDown,1100,1240
"Lost Weekend, The - 01685.avi",StandUp,600,750
"Lost Weekend, The - 01928.avi",Kiss,1,376
"Lost Weekend, The - 01944.avi",Kiss,1,88
Mission To Mars - 00053.avi,Kiss,1,60
Mission To Mars - 00134.avi,HugPerson,1,150
Mission To Mars - 00136.avi,HugPerson,1,150
Mission To Mars - 00217.avi,HandShake,1,113
Mission To Mars - 00912.avi,HugPerson,1,113
"Naked City, The - 00208.avi",HandShake,1,45
"Naked City, The - 00916.avi",StandUp,1,137
"Naked City, The - 00972.avi",AnswerPhone,1,136
"Naked City, The - 01189.avi",AnswerPhone,1,113
"Naked City, The - 01492.avi",Kiss,1,185
"Naked City, The - 01498.avi",HugPerson,1,113
"Naked City, The - 01593.avi",Kiss,1,41
"Naked City, The - 01661.avi",SitDown,460,610
"Naked City, The - 02034.avi",GetOutCar,100,220
"Naked City, The - 02326.avi",Kiss,1,113
"Naked City, The - 02389.avi",StandUp,1,329
"Naked City, The - 02913.avi",AnswerPhone,1,160
"Naked City, The - 03165.avi",StandUp,1,329
"Pianist, The - 00926.avi",HugPerson,100,367
"Pianist, The - 01255.avi",HugPerson,450,716
"Pianist, The - 01257.avi",HugPerson,450,716
"Pianist, The - 01285.avi",GetOutCar,360,445
"Pianist, The - 01285.avi",HandShake,925,995
"Pianist, The - 01285.avi",StandUp,1,150
"Pianist, The - 01334.avi",SitDown,350,530
"Pianist, The - 01525.avi",HandShake,1,141
"Pianist, The - 01564.avi",HandShake,1,91
Pulp Fiction - 00134.avi,StandUp,1,119
Pulp Fiction - 00134.avi,StandUp,1,119
Pulp Fiction - 00630.avi,HugPerson,207,249
Pulp Fiction - 01160.avi,AnswerPhone,1,146
Pulp Fiction - 01406.avi,HandShake,1,249
Pulp Fiction - 01406.avi,HandShake,1,249
Pulp Fiction - 01742.avi,Kiss,1,93
Pulp Fiction - 01870.avi,Kiss,1,67
Pulp Fiction - 01949.avi,Kiss,1,354
Pulp Fiction - 02081.avi,AnswerPhone,210,330
Pulp Fiction - 02081.avi,AnswerPhone,1,693
Pulp Fiction - 02138.avi,StandUp,1,93
Pulp Fiction - 02563.avi,StandUp,1,93
Raising Arizona - 00349.avi,Kiss,1,15
Raising Arizona - 00349.avi,Kiss,1,191
Raising Arizona - 00668.avi,SitDown,1,166
Raising Arizona - 00729.avi,SitUp,1,91
Raising Arizona - 00729.avi,StandUp,1,91
Raising Arizona - 01432.avi,GetOutCar,1,216
Raising Arizona - 01432.avi,GetOutCar,1,216
Raising Arizona - 01461.avi,GetOutCar,1,141
Raising Arizona - 01864.avi,SitDown,1,116
Raising Arizona - 01874.avi,AnswerPhone,1,116
Raising Arizona - 01989.avi,StandUp,1,166
Raising Arizona - 02050.avi,HugPerson,1,91
Raising Arizona - 02050.avi,StandUp,1,91
Raising Arizona - 02153.avi,StandUp,1,166
Raising Arizona - 02414.avi,SitDown,950,1060
Reservoir Dogs - 00857.avi,HugPerson,1,91
Reservoir Dogs - 01353.avi,AnswerPhone,57,180
